序號,答案
20240706111006,520.6
20240706112006,540.81
20240706113006,546.75
20240706114006,533.38
20240706115006,503.24
20240706120006,459.54
20240706121006,397.77
20240706122006,323.37
20240706123006,249.77
20240706124006,176.21
20240706125006,103.46
20240706130006,29.52
20240706131006,50.04
20240706132006,144.39
20240706133006,243.9
20240706134006,295.92
20240706135006,248.02
20240706140006,164.32
20240706141006,317.56
20240706142006,338.52
20240706143006,279.0
20240706144006,212.96
20240706145006,161.56
20240706150006,142.12
20240706151006,138.62
20240706152006,138.64
20240706153006,140.13
20240706154006,142.21
20240706155006,144.33
20240706160006,148.95
20240706161006,157.7
20240706162006,169.32
20240706163006,181.87
20240706164006,194.82
20240706165006,208.01
20240722090006,880.06
20240722091006,563.65
20240722092006,442.95
20240722093006,417.75
20240722094006,426.65
20240722095006,419.35
20240722100006,386.45
20240722101006,426.89
20240722102006,498.59
20240722103006,536.61
20240722104006,500.88
20240722105006,423.79
20240722110006,522.57
20240722111006,554.87
20240722112006,571.2
20240722113006,573.49
20240722114006,557.65
20240722115006,524.37
20240722120006,476.94
20240722121006,412.19
20240722122006,332.43
20240722123006,254.55
20240722124006,178.14
20240722125006,104.3
20240722130006,29.52
20240722131006,50.04
20240722132006,144.39
20240722133006,243.9
20240722134006,295.92
20240722135006,248.02
20240722140006,164.32
20240722141006,317.56
20240722142006,338.52
20240722143006,279.0
20240722144006,212.96
20240722145006,161.56
20240722150006,142.12
20240722151006,138.62
20240722152006,138.64
20240722153006,140.13
20240722154006,142.21
20240722155006,144.33
20240722160006,148.95
20240722161006,157.7
20240722162006,169.32
20240722163006,181.87
20240722164006,194.82
20240722165006,208.01
20240526090007,324.61
20240526091007,461.61
20240526092007,475.19
20240526093007,499.52
20240526094007,550.0
20240526095007,586.98
20240526100007,606.1
20240526101007,638.82
20240526102007,641.12
20240526103007,592.65
20240526104007,507.13
20240526105007,357.6
20240526110007,472.6
20240526111007,618.13
20240526112007,643.1
20240526113007,660.6
20240526114007,664.36
20240526115007,643.14
20240526120007,597.86
20240526121007,536.86
20240526122007,473.35
20240526123007,409.63
20240526124007,341.36
20240526125007,265.15
20240526130007,192.97
20240526131007,133.49
20240526132007,66.91
20240526133007,16.86
20240526134007,101.96
20240526135007,115.38
20240526140007,336.91
20240526141007,289.39
20240526142007,370.31
20240526143007,455.21
20240526144007,456.66
20240526145007,428.52
20240526150007,372.91
20240526151007,311.44
20240526152007,263.31
20240526153007,222.29
20240526154007,183.27
20240526155007,144.67
20240526160007,108.79
20240526161007,72.03
20240526162007,36.0
20240526163007,0.41
20240526164007,37.02
20240526165007,65.43
20240612090007,1064.17
20240612091007,667.72
20240612092007,637.29
20240612093007,634.61
20240612094007,643.37
20240612095007,643.06
20240612100007,606.1
20240612101007,638.82
20240612102007,641.12
20240612103007,592.65
20240612104007,507.13
20240612105007,357.6
20240612110007,475.61
20240612111007,626.1
20240612112007,652.33
20240612113007,670.58
20240612114007,674.13
20240612115007,651.93
20240612120007,605.45
20240612121007,543.21
20240612122007,478.17
20240612123007,413.28
20240612124007,343.83
20240612125007,266.52
20240612130007,192.97
20240612131007,133.49
20240612132007,66.91
20240612133007,16.86
20240612134007,101.96
20240612135007,115.38
20240612140007,336.91
20240612141007,289.39
20240612142007,370.31
20240612143007,455.21
20240612144007,456.66
20240612145007,428.52
20240612150007,372.91
20240612151007,311.44
20240612152007,263.31
20240612153007,222.29
20240612154007,183.27
20240612155007,144.67
20240612160007,108.79
20240612161007,72.03
20240612162007,36.0
20240612163007,0.41
20240612164007,37.02
20240612165007,65.43
20240615090007,1020.12
20240615091007,534.4
20240615092007,539.89
20240615093007,551.89
20240615094007,592.17
20240615095007,622.75
20240615100007,606.1
20240615101007,638.82
20240615102007,641.12
20240615103007,592.65
20240615104007,507.13
20240615105007,357.6
20240615110007,464.72
20240615111007,614.31
20240615112007,642.37
20240615113007,662.21
20240615114007,666.55
20240615115007,644.5
20240615120007,598.78
20240615121007,537.96
20240615122007,474.45
20240615123007,411.41
20240615124007,343.75
20240615125007,266.55
20240615130007,192.97
20240615131007,133.49
20240615132007,66.91
20240615133007,16.86
20240615134007,101.96
20240615135007,115.38
20240615140007,336.91
20240615141007,289.39
20240615142007,370.31
20240615143007,455.21
20240615144007,456.66
20240615145007,428.52
20240615150007,372.91
20240615151007,311.44
20240615152007,263.31
20240615153007,222.29
20240615154007,183.27
20240615155007,144.67
20240615160007,108.79
20240615161007,72.03
20240615162007,36.0
20240615163007,0.41
20240615164007,37.02
20240615165007,65.43
20240717090007,1465.76
20240717091007,849.29
20240717092007,708.4
20240717093007,650.95
20240717094007,632.03
20240717095007,623.55
20240717100007,606.1
20240717101007,638.82
20240717102007,641.12
20240717103007,592.65
20240717104007,507.13
20240717105007,357.6
20240717110007,413.38
20240717111007,557.36
20240717112007,591.07
20240717113007,618.06
20240717114007,629.38
20240717115007,615.57
20240717120007,577.22
20240717121007,522.69
20240717122007,464.64
20240717123007,405.19
20240717124007,339.54
20240717125007,264.56
20240717130007,192.97
20240717131007,133.49
20240717132007,66.91
20240717133007,16.86
20240717134007,101.96
20240717135007,115.38
20240717140007,336.91
20240717141007,289.39
20240717142007,370.31
20240717143007,455.21
20240717144007,456.66
20240717145007,428.52
20240717150007,372.91
20240717151007,311.44
20240717152007,263.31
20240717153007,222.29
20240717154007,183.27
20240717155007,144.67
20240717160007,108.79
20240717161007,72.03
20240717162007,36.0
20240717163007,0.41
20240717164007,37.02
20240717165007,65.43
20240124090008,16.66
20240124091008,48.3
20240124092008,91.93
20240124093008,179.2
20240124094008,279.84
20240124095008,406.18
20240124100008,524.66
20240124101008,576.37
20240124102008,609.01
20240124103008,603.71
20240124104008,556.88
20240124105008,505.89
20240124110008,268.49
20240124111008,326.07
20240124112008,340.01
20240124113008,345.95
20240124114008,335.84
20240124115008,324.1
20240124120008,286.46
20240124121008,231.82
20240124122008,176.64
20240124123008,127.01
20240124124008,84.07
20240124125008,40.84
20240124130008,3.67
20240124131008,37.81
20240124132008,95.31
20240124133008,161.91
20240124134008,187.87
20240124135008,92.95
20240124140008,11.89
20240124141008,13.95
20240124142008,12.93
20240124143008,11.62
20240124144008,11.84
20240124145008,11.8
20240124150008,15.62
20240124151008,20.73
20240124152008,25.08
20240124153008,29.01
20240124154008,32.64
20240124155008,36.25
20240124160008,40.07
20240124161008,44.15
20240124162008,48.33
20240124163008,52.58
20240124164008,56.66
20240124165008,60.56
20240128090008,5.55
20240128091008,38.75
20240128092008,70.38
20240128093008,160.86
20240128094008,271.57
20240128095008,410.18
20240128100008,524.66
20240128101008,576.37
20240128102008,609.01
20240128103008,603.71
20240128104008,556.88
20240128105008,505.89
20240128110008,262.44
20240128111008,318.62
20240128112008,332.53
20240128113008,337.11
20240128114008,325.13
20240128115008,305.62
20240128120008,276.5
20240128121008,228.85
20240128122008,176.8
20240128123008,127.89
20240128124008,85.19
20240128125008,41.28
20240128130008,3.67
20240128131008,37.81
20240128132008,95.31
20240128133008,161.91
20240128134008,187.87
20240128135008,92.95
20240128140008,11.89
20240128141008,13.95
20240128142008,12.93
20240128143008,11.62
20240128144008,11.84
20240128145008,11.8
20240128150008,15.62
20240128151008,20.73
20240128152008,25.08
20240128153008,29.01
20240128154008,32.64
20240128155008,36.25
20240128160008,40.07
20240128161008,44.15
20240128162008,48.33
20240128163008,52.58
20240128164008,56.66
20240128165008,60.56
20240204090008,198.65
20240204091008,493.25
20240204092008,458.22
20240204093008,422.31
20240204094008,440.98
20240204095008,481.4
20240204100008,524.66
20240204101008,576.37
20240204102008,609.01
20240204103008,603.71
20240204104008,556.88
20240204105008,505.89
20240204110008,314.11
20240204111008,352.67
20240204112008,348.92
20240204113008,346.04
20240204114008,326.77
20240204115008,306.35
20240204120008,276.86
20240204121008,224.05
20240204122008,171.34
20240204123008,123.25
20240204124008,82.33
20240204125008,40.13
20240204130008,3.67
20240204131008,37.81
20240204132008,95.31
20240204133008,161.91
20240204134008,187.87
20240204135008,92.95
20240204140008,11.89
20240204141008,13.95
20240204142008,12.93
20240204143008,11.62
20240204144008,11.84
20240204145008,11.8
20240204150008,15.62
20240204151008,20.73
20240204152008,25.08
20240204153008,29.01
20240204154008,32.64
20240204155008,36.25
20240204160008,40.07
20240204161008,44.15
20240204162008,48.33
20240204163008,52.58
20240204164008,56.66
20240204165008,60.56
20240218090008,185.27
20240218091008,361.24
20240218092008,355.48
20240218093008,339.74
20240218094008,355.45
20240218095008,432.26
20240218100008,524.66
20240218101008,576.37
20240218102008,609.01
20240218103008,603.71
20240218104008,556.88
20240218105008,505.89
20240218110008,304.67
20240218111008,354.16
20240218112008,356.79
20240218113008,357.23
20240218114008,342.58
20240218115008,320.55
20240218120008,283.61
20240218121008,228.74
20240218122008,174.27
20240218123008,125.73
20240218124008,83.86
20240218125008,40.68
20240218130008,3.67
20240218131008,37.81
20240218132008,95.31
20240218133008,161.91
20240218134008,187.87
20240218135008,92.95
20240218140008,11.89
20240218141008,13.95
20240218142008,12.93
20240218143008,11.62
20240218144008,11.84
20240218145008,11.8
20240218150008,15.62
20240218151008,20.73
20240218152008,25.08
20240218153008,29.01
20240218154008,32.64
20240218155008,36.25
20240218160008,40.07
20240218161008,44.15
20240218162008,48.33
20240218163008,52.58
20240218164008,56.66
20240218165008,60.56
20240305090008,527.06
20240305091008,861.12
20240305092008,706.51
20240305093008,571.3
20240305094008,508.08
20240305095008,491.98
20240305100008,524.66
20240305101008,576.37
20240305102008,609.01
20240305103008,603.71
20240305104008,556.88
20240305105008,505.89
20240305110008,269.57
20240305111008,312.89
20240305112008,318.31
20240305113008,320.58
20240305114008,307.6
20240305115008,282.07
20240305120008,249.86
20240305121008,202.93
20240305122008,153.72
20240305123008,113.54
20240305124008,78.25
20240305125008,38.51
20240305130008,3.67
20240305131008,37.81
20240305132008,95.31
20240305133008,161.91
20240305134008,187.87
20240305135008,92.95
20240305140008,11.89
20240305141008,13.95
20240305142008,12.93
20240305143008,11.62
20240305144008,11.84
20240305145008,11.8
20240305150008,15.62
20240305151008,20.73
20240305152008,25.08
20240305153008,29.01
20240305154008,32.64
20240305155008,36.25
20240305160008,40.07
20240305161008,44.15
20240305162008,48.33
20240305163008,52.58
20240305164008,56.66
20240305165008,60.56
20240325090008,107.87
20240325091008,253.93
20240325092008,310.15
20240325093008,340.58
20240325094008,375.04
20240325095008,433.74
20240325100008,524.66
20240325101008,576.37
20240325102008,609.01
20240325103008,603.71
20240325104008,556.88
20240325105008,505.89
20240325110008,277.61
20240325111008,335.55
20240325112008,344.96
20240325113008,343.86
20240325114008,328.03
20240325115008,308.23
20240325120008,277.0
20240325121008,224.34
20240325122008,171.71
20240325123008,123.04
20240325124008,81.79
20240325125008,39.92
20240325130008,3.67
20240325131008,37.81
20240325132008,95.31
20240325133008,161.91
20240325134008,187.87
20240325135008,92.95
20240325140008,11.89
20240325141008,13.95
20240325142008,12.93
20240325143008,11.62
20240325144008,11.84
20240325145008,11.8
20240325150008,15.62
20240325151008,20.73
20240325152008,25.08
20240325153008,29.01
20240325154008,32.64
20240325155008,36.25
20240325160008,40.07
20240325161008,44.15
20240325162008,48.33
20240325163008,52.58
20240325164008,56.66
20240325165008,60.56
20240518090008,28.6
20240518091008,56.72
20240518092008,104.43
20240518093008,185.38
20240518094008,274.9
20240518095008,405.21
20240518100008,524.66
20240518101008,576.37
20240518102008,609.01
20240518103008,603.71
20240518104008,556.88
20240518105008,505.89
20240518110008,267.94
20240518111008,324.15
20240518112008,337.5
20240518113008,342.33
20240518114008,329.83
20240518115008,306.11
20240518120008,269.27
20240518121008,218.4
20240518122008,168.98
20240518123008,122.93
20240518124008,82.59
20240518125008,39.81
20240518130008,3.67
20240518131008,37.81
20240518132008,95.31
20240518133008,161.91
20240518134008,187.87
20240518135008,92.95
20240518140008,11.89
20240518141008,13.95
20240518142008,12.93
20240518143008,11.62
20240518144008,11.84
20240518145008,11.8
20240518150008,15.62
20240518151008,20.73
20240518152008,25.08
20240518153008,29.01
20240518154008,32.64
20240518155008,36.25
20240518160008,40.07
20240518161008,44.15
20240518162008,48.33
20240518163008,52.58
20240518164008,56.66
20240518165008,60.56
20240526090008,22.7
20240526091008,77.69
20240526092008,136.32
20240526093008,211.72
20240526094008,293.47
20240526095008,428.7
20240526100008,524.66
20240526101008,576.37
20240526102008,609.01
20240526103008,603.71
20240526104008,556.88
20240526105008,505.89
20240526110008,267.16
20240526111008,324.76
20240526112008,340.31
20240526113008,348.25
20240526114008,340.3
20240526115008,322.0
20240526120008,283.02
20240526121008,229.29
20240526122008,175.47
20240526123008,127.4
20240526124008,85.13
20240526125008,40.75
20240526130008,3.67
20240526131008,37.81
20240526132008,95.31
20240526133008,161.91
20240526134008,187.87
20240526135008,92.95
20240526140008,11.89
20240526141008,13.95
20240526142008,12.93
20240526143008,11.62
20240526144008,11.84
20240526145008,11.8
20240526150008,15.62
20240526151008,20.73
20240526152008,25.08
20240526153008,29.01
20240526154008,32.64
20240526155008,36.25
20240526160008,40.07
20240526161008,44.15
20240526162008,48.33
20240526163008,52.58
20240526164008,56.66
20240526165008,60.56
20240529090008,18.6
20240529091008,69.9
20240529092008,142.82
20240529093008,229.45
20240529094008,339.57
20240529095008,456.27
20240529100008,524.66
20240529101008,576.37
20240529102008,609.01
20240529103008,603.71
20240529104008,556.88
20240529105008,505.89
20240529110008,268.45
20240529111008,326.59
20240529112008,342.21
20240529113008,350.92
20240529114008,350.64
20240529115008,334.72
20240529120008,290.35
20240529121008,235.25
20240529122008,179.72
20240529123008,129.74
20240529124008,85.6
20240529125008,41.26
20240529130008,3.67
20240529131008,37.81
20240529132008,95.31
20240529133008,161.91
20240529134008,187.87
20240529135008,92.95
20240529140008,11.89
20240529141008,13.95
20240529142008,12.93
20240529143008,11.62
20240529144008,11.84
20240529145008,11.8
20240529150008,15.62
20240529151008,20.73
20240529152008,25.08
20240529153008,29.01
20240529154008,32.64
20240529155008,36.25
20240529160008,40.07
20240529161008,44.15
20240529162008,48.33
20240529163008,52.58
20240529164008,56.66
20240529165008,60.56
20240607090008,3.15
20240607091008,81.36
20240607092008,149.87
20240607093008,272.94
20240607094008,380.08
20240607095008,471.89
20240607100008,524.66
20240607101008,576.37
20240607102008,609.01
20240607103008,603.71
20240607104008,556.88
20240607105008,505.89
20240607110008,279.1
20240607111008,343.54
20240607112008,360.23
20240607113008,380.01
20240607114008,376.87
20240607115008,353.81
20240607120008,300.12
20240607121008,241.44
20240607122008,182.7
20240607123008,130.23
20240607124008,85.36
20240607125008,41.13
20240607130008,3.67
20240607131008,37.81
20240607132008,95.31
20240607133008,161.91
20240607134008,187.87
20240607135008,92.95
20240607140008,11.89
20240607141008,13.95
20240607142008,12.93
20240607143008,11.62
20240607144008,11.84
20240607145008,11.8
20240607150008,15.62
20240607151008,20.73
20240607152008,25.08
20240607153008,29.01
20240607154008,32.64
20240607155008,36.25
20240607160008,40.07
20240607161008,44.15
20240607162008,48.33
20240607163008,52.58
20240607164008,56.66
20240607165008,60.56
20240613090008,4.06
20240613091008,72.19
20240613092008,132.03
20240613093008,237.77
20240613094008,365.75
20240613095008,466.5
20240613100008,524.66
20240613101008,576.37
20240613102008,609.01
20240613103008,603.71
20240613104008,556.88
20240613105008,505.89
20240613110008,275.33
20240613111008,335.47
20240613112008,353.91
20240613113008,368.49
20240613114008,367.5
20240613115008,345.69
20240613120008,296.42
20240613121008,238.71
20240613122008,181.14
20240613123008,129.49
20240613124008,85.02
20240613125008,41.07
20240613130008,3.67
20240613131008,37.81
20240613132008,95.31
20240613133008,161.91
20240613134008,187.87
20240613135008,92.95
20240613140008,11.89
20240613141008,13.95
20240613142008,12.93
20240613143008,11.62
20240613144008,11.84
20240613145008,11.8
20240613150008,15.62
20240613151008,20.73
20240613152008,25.08
20240613153008,29.01
20240613154008,32.64
20240613155008,36.25
20240613160008,40.07
20240613161008,44.15
20240613162008,48.33
20240613163008,52.58
20240613164008,56.66
20240613165008,60.56
20240628090008,82.35
20240628091008,49.18
20240628092008,122.78
20240628093008,197.56
20240628094008,299.37
20240628095008,448.68
20240628100008,524.66
20240628101008,576.37
20240628102008,609.01
20240628103008,603.71
20240628104008,556.88
20240628105008,505.89
20240628110008,263.54
20240628111008,325.3
20240628112008,344.48
20240628113008,353.82
20240628114008,347.3
20240628115008,328.6
20240628120008,285.95
20240628121008,233.15
20240628122008,179.45
20240628123008,131.02
20240628124008,88.09
20240628125008,42.58
20240628130008,3.67
20240628131008,37.81
20240628132008,95.31
20240628133008,161.91
20240628134008,187.87
20240628135008,92.95
20240628140008,11.89
20240628141008,13.95
20240628142008,12.93
20240628143008,11.62
20240628144008,11.84
20240628145008,11.8
20240628150008,15.62
20240628151008,20.73
20240628152008,25.08
20240628153008,29.01
20240628154008,32.64
20240628155008,36.25
20240628160008,40.07
20240628161008,44.15
20240628162008,48.33
20240628163008,52.58
20240628164008,56.66
20240628165008,60.56
20240705090008,29.88
20240705091008,94.05
20240705092008,138.61
20240705093008,199.34
20240705094008,303.08
20240705095008,455.33
20240705100008,524.66
20240705101008,576.37
20240705102008,609.01
20240705103008,603.71
20240705104008,556.88
20240705105008,505.89
20240705110008,279.81
20240705111008,348.56
20240705112008,364.11
20240705113008,374.01
20240705114008,364.49
20240705115008,338.66
20240705120008,290.79
20240705121008,236.99
20240705122008,181.89
20240705123008,132.61
20240705124008,88.13
20240705125008,42.41
20240705130008,3.67
20240705131008,37.81
20240705132008,95.31
20240705133008,161.91
20240705134008,187.87
20240705135008,92.95
20240705140008,11.89
20240705141008,13.95
20240705142008,12.93
20240705143008,11.62
20240705144008,11.84
20240705145008,11.8
20240705150008,15.62
20240705151008,20.73
20240705152008,25.08
20240705153008,29.01
20240705154008,32.64
20240705155008,36.25
20240705160008,40.07
20240705161008,44.15
20240705162008,48.33
20240705163008,52.58
20240705164008,56.66
20240705165008,60.56
20240709090008,36.43
20240709091008,101.01
20240709092008,145.66
20240709093008,215.47
20240709094008,342.39
20240709095008,466.11
20240709100008,524.66
20240709101008,576.37
20240709102008,609.01
20240709103008,603.71
20240709104008,556.88
20240709105008,505.89
20240709110008,323.25
20240709111008,399.53
20240709112008,403.65
20240709113008,405.46
20240709114008,388.92
20240709115008,356.74
20240709120008,301.18
20240709121008,243.44
20240709122008,185.49
20240709123008,133.28
20240709124008,87.54
20240709125008,42.21
20240709130008,3.67
20240709131008,37.81
20240709132008,95.31
20240709133008,161.91
20240709134008,187.87
20240709135008,92.95
20240709140008,11.89
20240709141008,13.95
20240709142008,12.93
20240709143008,11.62
20240709144008,11.84
20240709145008,11.8
20240709150008,15.62
20240709151008,20.73
20240709152008,25.08
20240709153008,29.01
20240709154008,32.64
20240709155008,36.25
20240709160008,40.07
20240709161008,44.15
20240709162008,48.33
20240709163008,52.58
20240709164008,56.66
20240709165008,60.56
20240715090008,35.67
20240715091008,98.94
20240715092008,141.16
20240715093008,213.28
20240715094008,331.61
20240715095008,466.0
20240715100008,524.66
20240715101008,576.37
20240715102008,609.01
20240715103008,603.71
20240715104008,556.88
20240715105008,505.89
20240715110008,334.04
20240715111008,400.01
20240715112008,401.34
20240715113008,402.74
20240715114008,387.32
20240715115008,355.7
20240715120008,300.78
20240715121008,243.01
20240715122008,185.59
20240715123008,134.42
20240715124008,88.9
20240715125008,43.02
20240715130008,3.67
20240715131008,37.81
20240715132008,95.31
20240715133008,161.91
20240715134008,187.87
20240715135008,92.95
20240715140008,11.89
20240715141008,13.95
20240715142008,12.93
20240715143008,11.62
20240715144008,11.84
20240715145008,11.8
20240715150008,15.62
20240715151008,20.73
20240715152008,25.08
20240715153008,29.01
20240715154008,32.64
20240715155008,36.25
20240715160008,40.07
20240715161008,44.15
20240715162008,48.33
20240715163008,52.58
20240715164008,56.66
20240715165008,60.56
20240719090008,29.18
20240719091008,96.73
20240719092008,136.6
20240719093008,196.89
20240719094008,291.06
20240719095008,438.73
20240719100008,524.66
20240719101008,576.37
20240719102008,609.01
20240719103008,603.71
20240719104008,556.88
20240719105008,505.89
20240719110008,302.14
20240719111008,370.76
20240719112008,377.13
20240719113008,382.16
20240719114008,370.51
20240719115008,344.64
20240719120008,295.22
20240719121008,239.29
20240719122008,183.66
20240719123008,133.79
20240719124008,89.03
20240719125008,43.17
20240719130008,3.67
20240719131008,37.81
20240719132008,95.31
20240719133008,161.91
20240719134008,187.87
20240719135008,92.95
20240719140008,11.89
20240719141008,13.95
20240719142008,12.93
20240719143008,11.62
20240719144008,11.84
20240719145008,11.8
20240719150008,15.62
20240719151008,20.73
20240719152008,25.08
20240719153008,29.01
20240719154008,32.64
20240719155008,36.25
20240719160008,40.07
20240719161008,44.15
20240719162008,48.33
20240719163008,52.58
20240719164008,56.66
20240719165008,60.56
20240309090009,231.46
20240309091009,419.58
20240309092009,413.66
20240309093009,468.31
20240309094009,519.63
20240309095009,556.71
20240309100009,583.99
20240309101009,629.03
20240309102009,662.46
20240309103009,674.24
20240309104009,643.6
20240309105009,462.41
20240309110009,371.88
20240309111009,449.71
20240309112009,448.35
20240309113009,448.25
20240309114009,434.36
20240309115009,396.51
20240309120009,336.88
20240309121009,277.44
20240309122009,215.98
20240309123009,159.39
20240309124009,121.87
20240309125009,91.0
20240309130009,67.27
20240309131009,46.73
20240309132009,22.09
20240309133009,3.45
20240309134009,23.44
20240309135009,3.69
20240309140009,404.84
20240309141009,101.15
20240309142009,67.18
20240309143009,60.22
20240309144009,48.0
20240309145009,38.85
20240309150009,26.53
20240309151009,15.03
20240309152009,6.8
20240309153009,0.19
20240309154009,5.38
20240309155009,8.91
20240309160009,11.76
20240309161009,14.62
20240309162009,17.87
20240309163009,21.36
20240309164009,25.84
20240309165009,30.67
20240314090009,134.31
20240314091009,380.22
20240314092009,388.73
20240314093009,432.07
20240314094009,485.17
20240314095009,533.83
20240314100009,583.99
20240314101009,629.03
20240314102009,662.46
20240314103009,674.24
20240314104009,643.6
20240314105009,462.41
20240314110009,352.94
20240314111009,432.25
20240314112009,430.11
20240314113009,429.6
20240314114009,415.62
20240314115009,377.44
20240314120009,318.52
20240314121009,259.29
20240314122009,200.39
20240314123009,147.42
20240314124009,114.77
20240314125009,88.35
20240314130009,67.27
20240314131009,46.73
20240314132009,22.09
20240314133009,3.45
20240314134009,23.44
20240314135009,3.69
20240314140009,404.84
20240314141009,101.15
20240314142009,67.18
20240314143009,60.22
20240314144009,48.0
20240314145009,38.85
20240314150009,26.53
20240314151009,15.03
20240314152009,6.8
20240314153009,0.19
20240314154009,5.38
20240314155009,8.91
20240314160009,11.76
20240314161009,14.62
20240314162009,17.87
20240314163009,21.36
20240314164009,25.84
20240314165009,30.67
20240414090009,350.17
20240414091009,408.16
20240414092009,413.4
20240414093009,467.72
20240414094009,525.19
20240414095009,564.91
20240414100009,583.99
20240414101009,629.03
20240414102009,662.46
20240414103009,674.24
20240414104009,643.6
20240414105009,462.41
20240414110009,369.95
20240414111009,448.4
20240414112009,447.52
20240414113009,447.9
20240414114009,434.44
20240414115009,396.65
20240414120009,337.82
20240414121009,279.44
20240414122009,218.7
20240414123009,163.29
20240414124009,124.89
20240414125009,92.89
20240414130009,67.27
20240414131009,46.73
20240414132009,22.09
20240414133009,3.45
20240414134009,23.44
20240414135009,3.69
20240414140009,404.84
20240414141009,101.15
20240414142009,67.18
20240414143009,60.22
20240414144009,48.0
20240414145009,38.85
20240414150009,26.53
20240414151009,15.03
20240414152009,6.8
20240414153009,0.19
20240414154009,5.38
20240414155009,8.91
20240414160009,11.76
20240414161009,14.62
20240414162009,17.87
20240414163009,21.36
20240414164009,25.84
20240414165009,30.67
20240506090009,268.12
20240506091009,436.28
20240506092009,429.03
20240506093009,481.95
20240506094009,540.87
20240506095009,580.05
20240506100009,583.99
20240506101009,629.03
20240506102009,662.46
20240506103009,674.24
20240506104009,643.6
20240506105009,462.41
20240506110009,372.23
20240506111009,450.22
20240506112009,449.49
20240506113009,450.15
20240506114009,437.13
20240506115009,400.11
20240506120009,341.43
20240506121009,282.46
20240506122009,221.02
20240506123009,165.4
20240506124009,126.57
20240506125009,93.53
20240506130009,67.27
20240506131009,46.73
20240506132009,22.09
20240506133009,3.45
20240506134009,23.44
20240506135009,3.69
20240506140009,404.84
20240506141009,101.15
20240506142009,67.18
20240506143009,60.22
20240506144009,48.0
20240506145009,38.85
20240506150009,26.53
20240506151009,15.03
20240506152009,6.8
20240506153009,0.19
20240506154009,5.38
20240506155009,8.91
20240506160009,11.76
20240506161009,14.62
20240506162009,17.87
20240506163009,21.36
20240506164009,25.84
20240506165009,30.67
20240526090009,120.25
20240526091009,387.53
20240526092009,395.13
20240526093009,457.89
20240526094009,520.21
20240526095009,566.96
20240526100009,583.99
20240526101009,629.03
20240526102009,662.46
20240526103009,674.24
20240526104009,643.6
20240526105009,462.41
20240526110009,367.45
20240526111009,446.72
20240526112009,445.79
20240526113009,446.37
20240526114009,433.32
20240526115009,396.57
20240526120009,338.42
20240526121009,279.81
20240526122009,219.12
20240526123009,164.07
20240526124009,125.72
20240526125009,93.07
20240526130009,67.27
20240526131009,46.73
20240526132009,22.09
20240526133009,3.45
20240526134009,23.44
20240526135009,3.69
20240526140009,404.84
20240526141009,101.15
20240526142009,67.18
20240526143009,60.22
20240526144009,48.0
20240526145009,38.85
20240526150009,26.53
20240526151009,15.03
20240526152009,6.8
20240526153009,0.19
20240526154009,5.38
20240526155009,8.91
20240526160009,11.76
20240526161009,14.62
20240526162009,17.87
20240526163009,21.36
20240526164009,25.84
20240526165009,30.67
20240614090009,80.89
20240614091009,252.06
20240614092009,302.11
20240614093009,377.13
20240614094009,457.0
20240614095009,530.88
20240614100009,583.99
20240614101009,629.03
20240614102009,662.46
20240614103009,674.24
20240614104009,643.6
20240614105009,462.41
20240614110009,346.07
20240614111009,427.37
20240614112009,427.34
20240614113009,429.01
20240614114009,417.06
20240614115009,381.17
20240614120009,325.09
20240614121009,267.4
20240614122009,208.5
20240614123009,154.7
20240614124009,120.12
20240614125009,90.94
20240614130009,67.27
20240614131009,46.73
20240614132009,22.09
20240614133009,3.45
20240614134009,23.44
20240614135009,3.69
20240614140009,404.84
20240614141009,101.15
20240614142009,67.18
20240614143009,60.22
20240614144009,48.0
20240614145009,38.85
20240614150009,26.53
20240614151009,15.03
20240614152009,6.8
20240614153009,0.19
20240614154009,5.38
20240614155009,8.91
20240614160009,11.76
20240614161009,14.62
20240614162009,17.87
20240614163009,21.36
20240614164009,25.84
20240614165009,30.67
20240621090009,34.37
20240621091009,228.56
20240621092009,297.03
20240621093009,380.82
20240621094009,466.32
20240621095009,538.46
20240621100009,583.99
20240621101009,629.03
20240621102009,662.46
20240621103009,674.24
20240621104009,643.6
20240621105009,462.41
20240621110009,348.15
20240621111009,429.25
20240621112009,429.61
20240621113009,431.62
20240621114009,420.25
20240621115009,385.17
20240621120009,329.74
20240621121009,272.15
20240621122009,212.84
20240621123009,158.34
20240621124009,122.46
20240621125009,91.96
20240621130009,67.27
20240621131009,46.73
20240621132009,22.09
20240621133009,3.45
20240621134009,23.44
20240621135009,3.69
20240621140009,404.84
20240621141009,101.15
20240621142009,67.18
20240621143009,60.22
20240621144009,48.0
20240621145009,38.85
20240621150009,26.53
20240621151009,15.03
20240621152009,6.8
20240621153009,0.19
20240621154009,5.38
20240621155009,8.91
20240621160009,11.76
20240621161009,14.62
20240621162009,17.87
20240621163009,21.36
20240621164009,25.84
20240621165009,30.67
20240628090009,175.74
20240628091009,372.68
20240628092009,394.93
20240628093009,458.3
20240628094009,523.81
20240628095009,567.97
20240628100009,583.99
20240628101009,629.03
20240628102009,662.46
20240628103009,674.24
20240628104009,643.6
20240628105009,462.41
20240628110009,368.29
20240628111009,447.61
20240628112009,447.17
20240628113009,448.21
20240628114009,435.51
20240628115009,398.97
20240628120009,341.11
20240628121009,282.34
