序號,答案
20240629122005,1243.5
20240629123005,1710.28
20240629124005,795.84
20240629125005,1190.27
20240629130005,426.34
20240629131005,593.62
20240629132005,118.75
20240629133005,107.24
20240629134005,60.72
20240629135005,16.27
20240629140005,8.54
20240629141005,4.89
20240629142005,2.75
20240629143005,2.17
20240629144005,3.73
20240629145005,8.21
20240629150005,37.02
20240629151005,16.49
20240629152005,25.38
20240629153005,28.18
20240629154005,7.66
20240629155005,5.1
20240629160005,0.59
20240629161005,0.41
20240629162005,0.94
20240629163005,0.59
20240629164005,0.52
20240629165005,1.27
20240713090005,544.52
20240713091005,596.42
20240713092005,679.02
20240713093005,787.31
20240713094005,875.54
20240713095005,794.66
20240713100005,1183.18
20240713101005,1118.53
20240713102005,455.3
20240713103005,1333.84
20240713104005,1511.68
20240713105005,1512.66
20240713110005,1548.26
20240713111005,1591.2
20240713112005,1620.76
20240713113005,1516.4
20240713114005,1635
20240713115005,1646.56
20240713120005,1653.73
20240713121005,1625.11
20240713122005,1625.77
20240713123005,1641.12
20240713124005,1648.85
20240713125005,1647.72
20240713130005,1646.72
20240713131005,1634.76
20240713132005,1645.23
20240713133005,1319.43
20240713134005,471.12
20240713135005,1032.87
20240713140005,531.26
20240713141005,523.31
20240713142005,1379.55
20240713143005,1152.28
20240713144005,474.85
20240713145005,395.25
20240713150005,268.76
20240713151005,175.22
20240713152005,241.35
20240713153005,478.83
20240713154005,155
20240713155005,114.27
20240713160005,131.75
20240713161005,63.49
20240713162005,21.7
20240713163005,12.68
20240713164005,8.08
20240713165005,6.6
20240715090005,620.57
20240715091005,733.64
20240715092005,807.27
20240715093005,908.11
20240715094005,908.83
20240715095005,763.78
20240715100005,859.54
20240715101005,997.74
20240715102005,829.54
20240715103005,1228.58
20240715104005,844.09
20240715105005,797.21
20240715110005,1269.22
20240715111005,1585.48
20240715112005,1551.51
20240715113005,1514.43
20240715114005,1564.16
20240715115005,1639.4
20240715120005,1649.65
20240715121005,1611.2
20240715122005,1608.69
20240715123005,1566.82
20240715124005,1141.18
20240715125005,684.2
20240715130005,1761.61
20240715131005,1260.87
20240715132005,788.92
20240715133005,1115.8
20240715134005,797.44
20240715135005,1657.6
20240715140005,1603.85
20240715141005,1336.84
20240715142005,998.98
20240715143005,1378.58
20240715144005,1501.03
20240715145005,671.2
20240715150005,72.82
20240715151005,717.4
20240715152005,74.11
20240715153005,43.85
20240715154005,184.71
20240715155005,59
20240715160005,35.79
20240715161005,94.87
20240715162005,33.67
20240715163005,37.15
20240715164005,37.07
20240715165005,64.65
20240717090005,494.67
20240717091005,583.33
20240717092005,674.51
20240717093005,769.73
20240717094005,862.03
20240717095005,952.18
20240717100005,1040.03
20240717101005,1126.17
20240717102005,1202
20240717103005,1286.35
20240717104005,1226.51
20240717105005,1449.94
20240717110005,1493.59
20240717111005,1521.4
20240717112005,1285.18
20240717113005,1672.58
20240717114005,1608.9
20240717115005,1603.62
20240717120005,1627.7
20240717121005,1639.06
20240717122005,1654.35
20240717123005,1659.28
20240717124005,1656.3
20240717125005,1666.45
20240717130005,1669.51
20240717131005,1661.18
20240717132005,1630.59
20240717133005,1616.59
20240717134005,1623.29
20240717135005,1609.73
20240717140005,1583.98
20240717141005,1593.58
20240717142005,1572.84
20240717143005,1478.17
20240717144005,1467.11
20240717145005,1384.77
20240717150005,298.9
20240717151005,456.64
20240717152005,1467.45
20240717153005,1073.29
20240717154005,81.76
20240717155005,138.73
20240717160005,323.3
20240717161005,81.74
20240717162005,185.62
20240717163005,130.01
20240717164005,58.84
20240717165005,48.73
20240517090006,723.91
20240517091006,1097.83
20240517092006,1280.61
20240517093006,1654.9
20240517094006,1211.78
20240517095006,935.25
20240517100006,1574.09
20240517101006,516.34
20240517102006,339
20240517103006,186.11
20240517104006,282.98
20240517105006,225.12
20240517110006,334.56
20240517111006,286.29
20240517112006,329.85
20240517113006,945.8
20240517114006,877.77
20240517115006,940.51
20240517120006,436.01
20240517121006,88.11
20240517122006,28.5
20240517123006,15.96
20240517124006,12.38
20240517125006,7.83
20240517130006,6.74
20240517131006,18.1
20240517132006,49.76
20240517133006,65.81
20240517134006,73.26
20240517135006,84.74
20240517140006,89.04
20240517141006,235.63
20240517142006,250.98
20240517143006,47.99
20240517144006,16.12
20240517145006,10.65
20240517150006,13.46
20240517151006,11.57
20240517152006,16.87
20240517153006,69.98
20240517154006,101.8
20240517155006,323.44
20240517160006,387.32
20240517161006,140.7
20240517162006,60.74
20240517163006,7.73
20240517164006,5.24
20240517165006,1.9
20240522090006,681.6
20240522091006,695.12
20240522092006,590.72
20240522093006,635.15
20240522094006,713.76
20240522095006,777.21
20240522100006,981.52
20240522101006,880.06
20240522102006,812.75
20240522103006,844.42
20240522104006,573.16
20240522105006,1382.04
20240522110006,1572.99
20240522111006,1908.82
20240522112006,1344.12
20240522113006,736.78
20240522114006,1947.63
20240522115006,1179.28
20240522120006,1930.99
20240522121006,1828.88
20240522122006,1112.93
20240522123006,1155.17
20240522124006,856.92
20240522125006,395.23
20240522130006,232.49
20240522131006,231.38
20240522132006,258.2
20240522133006,231.98
20240522134006,217.78
20240522135006,304.28
20240522140006,52.78
20240522141006,12.9
20240522142006,8.31
20240522143006,10.63
20240522144006,12.58
20240522145006,10.31
20240522150006,7.77
20240522151006,4.45
20240522152006,3.31
20240522153006,1.64
20240522154006,2.74
20240522155006,7.71
20240522160006,9.85
20240522161006,10.16
20240522162006,6.67
20240522163006,4.69
20240522164006,5.84
20240522165006,4.09
20240524090006,98.25
20240524091006,139.77
20240524092006,214.97
20240524093006,210.64
20240524094006,245.55
20240524095006,509.3
20240524100006,208.69
20240524101006,121.99
20240524102006,295.64
20240524103006,283.28
20240524104006,229.38
20240524105006,218.54
20240524110006,217.23
20240524111006,149.44
20240524112006,324.5
20240524113006,540.99
20240524114006,382.78
20240524115006,158.88
20240524120006,174.01
20240524121006,228.37
20240524122006,381.55
20240524123006,365.24
20240524124006,503.13
20240524125006,760.61
20240524130006,916.4
20240524131006,700.99
20240524132006,529.1
20240524133006,307.65
20240524134006,253.56
20240524135006,150.01
20240524140006,84.16
20240524141006,51.2
20240524142006,41.53
20240524143006,31.44
20240524144006,6.57
20240524145006,2.4
20240524150006,5
20240524151006,3.5
20240524152006,4.64
20240524153006,5.4
20240524154006,6.09
20240524155006,3.88
20240524160006,1.59
20240524161006,3.61
20240524162006,1.69
20240524163006,2.73
20240524164006,4.07
20240524165006,10.9
20240530090006,732.8
20240530091006,469.13
20240530092006,552.28
20240530093006,344.81
20240530094006,291.24
20240530095006,210.52
20240530100006,151.81
20240530101006,342.35
20240530102006,685.93
20240530103006,1444.21
20240530104006,1746.02
20240530105006,1390.79
20240530110006,1396.1
20240530111006,944.47
20240530112006,762.61
20240530113006,778.53
20240530114006,814.71
20240530115006,1577.44
20240530120006,603.03
20240530121006,341.95
20240530122006,267.55
20240530123006,463.95
20240530124006,2000.01
20240530125006,1707.49
20240530130006,1770.1
20240530131006,1859.4
20240530132006,756.88
20240530133006,418.69
20240530134006,115.92
20240530135006,71.13
20240530140006,41.48
20240530141006,32.07
20240530142006,21.15
20240530143006,15.34
20240530144006,21.41
20240530145006,28.28
20240530150006,25.67
20240530151006,20.56
20240530152006,8.22
20240530153006,8.25
20240530154006,4.89
20240530155006,7.32
20240530160006,9.39
20240530161006,17.54
20240530162006,27.07
20240530163006,15.37
20240530164006,6.27
20240530165006,4.04
20240602090006,84.37
20240602091006,66.5
20240602092006,50.68
20240602093006,34.2
20240602094006,14.78
20240602095006,33.49
20240602100006,43.06
20240602101006,25.47
20240602102006,65.29
20240602103006,92.22
20240602104006,58.43
20240602105006,64.26
20240602110006,39.84
20240602111006,62.93
20240602112006,29.98
20240602113006,19.26
20240602114006,25.4
20240602115006,6.58
20240602120006,18.94
20240602121006,32.97
20240602122006,16.26
20240602123006,8.35
20240602124006,14.72
20240602125006,17.33
20240602130006,27.54
20240602131006,57.81
20240602132006,56.27
20240602133006,71.98
20240602134006,37.16
20240602135006,33.1
20240602140006,32.44
20240602141006,12.42
20240602142006,7.38
20240602143006,15.88
20240602144006,11.2
20240602145006,7.15
20240602150006,5.76
20240602151006,2.52
20240602152006,2.17
20240602153006,4.24
20240602154006,2.94
20240602155006,3.13
20240602160006,4.12
20240602161006,3.92
20240602162006,2.05
20240602163006,1.83
20240602164006,1.8
20240602165006,3.08
20240604090006,558.05
20240604091006,305.65
20240604092006,190.48
20240604093006,268.3
20240604094006,380.05
20240604095006,941.94
20240604100006,1082.04
20240604101006,811.81
20240604102006,563.58
20240604103006,502.76
20240604104006,452.06
20240604105006,268.42
20240604110006,338.34
20240604111006,328.29
20240604112006,303.79
20240604113006,283.13
20240604114006,315.73
20240604115006,513.37
20240604120006,551.32
20240604121006,344.19
20240604122006,173.93
20240604123006,197.82
20240604124006,243.25
20240604125006,193
20240604130006,201.89
20240604131006,307.37
20240604132006,220.46
20240604133006,255.77
20240604134006,354.16
20240604135006,428.27
20240604140006,281.17
20240604141006,269.8
20240604142006,302.02
20240604143006,327.59
20240604144006,262.07
20240604145006,173.14
20240604150006,154.73
20240604151006,119.94
20240604152006,125.36
20240604153006,141.31
20240604154006,87.05
20240604155006,37
20240604160006,39.95
20240604161006,36.68
20240604162006,31.97
20240604163006,23.29
20240604164006,15.5
20240604165006,10.32
20240607090006,41.21
20240607091006,138.93
20240607092006,136
20240607093006,566.85
20240607094006,1295.59
20240607095006,732.78
20240607100006,1125.15
20240607101006,531.06
20240607102006,346.91
20240607103006,272.55
20240607104006,837.17
20240607105006,1408.02
20240607110006,1706.33
20240607111006,1095.94
20240607112006,1024.24
20240607113006,892.55
20240607114006,265.23
20240607115006,348.27
20240607120006,269.32
20240607121006,652.53
20240607122006,267.11
20240607123006,81.21
20240607124006,165.32
20240607125006,252.35
20240607130006,321.2
20240607131006,308.5
20240607132006,240.51
20240607133006,110.14
20240607134006,36
20240607135006,18.58
20240607140006,8.54
20240607141006,34.82
20240607142006,26.99
20240607143006,19.71
20240607144006,38.23
20240607145006,25.23
20240607150006,13.19
20240607151006,2.25
20240607152006,1.23
20240607153006,5.18
20240607154006,10.05
20240607155006,9.14
20240607160006,4.07
20240607161006,6.48
20240607162006,9.09
20240607163006,6.17
20240607164006,6.69
20240607165006,7.4
20240612090006,875.33
20240612091006,327.35
20240612092006,338.74
20240612093006,233.65
20240612094006,601.78
20240612095006,180.08
20240612100006,1130.74
20240612101006,226.9
20240612102006,236.58
20240612103006,230.52
20240612104006,256.65
20240612105006,404.03
20240612110006,518.06
20240612111006,798.07
20240612112006,1185.56
20240612113006,508.21
20240612114006,667.49
20240612115006,625.5
20240612120006,501.17
20240612121006,494.59
20240612122006,598.08
20240612123006,682.64
20240612124006,1619.7
20240612125006,1977.87
20240612130006,1949.28
20240612131006,1124.8
20240612132006,208.01
20240612133006,67.64
20240612134006,80.76
20240612135006,76.01
20240612140006,39.3
20240612141006,80.02
20240612142006,363.82
20240612143006,383.16
20240612144006,163.92
20240612145006,82.67
20240612150006,57.03
20240612151006,45.28
20240612152006,44.28
20240612153006,58.75
20240612154006,97.24
20240612155006,221.52
20240612160006,219.67
20240612161006,369.62
20240612162006,177.66
20240612163006,212.9
20240612164006,63.87
20240612165006,39.16
20240614090006,94.09
20240614091006,174.13
20240614092006,174.77
20240614093006,189.05
20240614094006,143.67
20240614095006,139.75
20240614100006,158.25
20240614101006,215.94
20240614102006,324.57
20240614103006,376.63
20240614104006,347.1
20240614105006,573.09
20240614110006,1149.45
20240614111006,949.36
20240614112006,282.53
20240614113006,237.62
20240614114006,293.66
20240614115006,366.75
20240614120006,455.08
20240614121006,621.13
20240614122006,653.37
20240614123006,683.42
20240614124006,815.48
20240614125006,1395.78
20240614130006,789.44
20240614131006,662.3
20240614132006,800.49
20240614133006,666.57
20240614134006,141.15
20240614135006,128.14
20240614140006,211.07
20240614141006,352.27
20240614142006,284.24
20240614143006,186.4
20240614144006,169.89
20240614145006,106.31
20240614150006,124.31
20240614151006,153.57
20240614152006,144.37
20240614153006,121.43
20240614154006,97.65
20240614155006,72.35
20240614160006,53.82
20240614161006,42.09
20240614162006,35.21
20240614163006,42.25
20240614164006,43.81
20240614165006,37.91
20240620090006,815.59
20240620091006,887.17
20240620092006,426.76
20240620093006,1061.15
20240620094006,954.58
20240620095006,839.31
20240620100006,1010.43
20240620101006,917.26
20240620102006,1014.36
20240620103006,507.35
20240620104006,125.92
20240620105006,449.73
20240620110006,1328.98
20240620111006,1650.1
20240620112006,1637.07
20240620113006,1625.34
20240620114006,1643.21
20240620115006,1659.6
20240620120006,1672.37
20240620121006,1675.46
20240620122006,1682.64
20240620123006,1676.32
20240620124006,1672.82
20240620125006,1686.81
20240620130006,1680.94
20240620131006,1666.95
20240620132006,1675.37
20240620133006,1268.91
20240620134006,1231.14
20240620135006,1475.9
20240620140006,1278.02
20240620141006,1014.9
20240620142006,750.52
20240620143006,718.63
20240620144006,784.15
20240620145006,398.67
20240620150006,173.51
20240620151006,119.96
20240620152006,125.7
20240620153006,115.02
20240620154006,96.64
20240620155006,56.75
20240620160006,74.96
20240620161006,75.55
20240620162006,48.81
20240620163006,27.74
20240620164006,19.82
20240620165006,5.98
20240622090006,613.69
20240622091006,787.24
20240622092006,783.86
20240622093006,933.02
20240622094006,984.3
20240622095006,1165.42
20240622100006,1201.08
20240622101006,1302.37
20240622102006,1414.6
20240622103006,1429.55
20240622104006,1210.48
20240622105006,903.07
20240622110006,1535.03
20240622111006,1447.96
20240622112006,1474.37
20240622113006,1637.75
20240622114006,1675.48
20240622115006,1705.72
20240622120006,1743.36
20240622121006,1741.62
20240622122006,1681.89
20240622123006,1615.23
20240622124006,1494.75
20240622125006,1519.36
20240622130006,1636.17
20240622131006,1629.27
20240622132006,1600.32
20240622133006,648.34
20240622134006,734.43
20240622135006,941.82
20240622140006,281.91
20240622141006,559.77
20240622142006,1128.71
20240622143006,651.33
20240622144006,292.87
20240622145006,268.37
20240622150006,277.18
20240622151006,254.28
20240622152006,274
20240622153006,332.36
20240622154006,116.1
20240622155006,133.47
20240622160006,75.91
20240622161006,81.71
20240622162006,99.62
20240622163006,106.11
20240622164006,115.07
20240622165006,90.08
20240627090006,683.55
20240627091006,769.61
20240627092006,752.32
20240627093006,886.8
20240627094006,956.87
20240627095006,1040.4
20240627100006,652.51
20240627101006,1007.21
20240627102006,1332.55
20240627103006,1341.79
20240627104006,1315.33
20240627105006,1467.35
20240627110006,1490.42
20240627111006,1517.9
20240627112006,1521.12
20240627113006,1601.37
20240627114006,1604.97
20240627115006,1609.61
20240627120006,1633.18
20240627121006,1650.59
20240627122006,1666.61
20240627123006,1670.12
20240627124006,1654.31
20240627125006,1630.09
20240627130006,1694.94
20240627131006,1695.38
20240627132006,1620.15
20240627133006,990.6
20240627134006,722.75
20240627135006,435.76
20240627140006,285.05
20240627141006,743
20240627142006,281.28
20240627143006,276.3
20240627144006,156.44
20240627145006,50.51
20240627150006,104.61
20240627151006,182.61
20240627152006,176.84
20240627153006,136.63
20240627154006,136.12
20240627155006,77.85
20240627160006,96.3
20240627161006,86.36
20240627162006,117.3
20240627163006,101.62
20240627164006,36.62
20240627165006,17.46
20240702090006,633.95
20240702091006,724.53
20240702092006,814.53
20240702093006,514.83
20240702094006,353.45
20240702095006,226.21
20240702100006,266.13
20240702101006,778.54
20240702102006,1556.2
20240702103006,1541.56
20240702104006,1541.29
20240702105006,1555.05
20240702110006,1580.79
20240702111006,1596.36
20240702112006,1614.58
20240702113006,1682.71
20240702114006,1772.29
20240702115006,1678.34
20240702120006,1664.9
20240702121006,1686.51
20240702122006,1694.07
20240702123006,1776.27
20240702124006,1617.12
20240702125006,1099.1
20240702130006,1826.63
20240702131006,1234.89
20240702132006,1074.67
20240702133006,1723.44
20240702134006,1764.75
20240702135006,1564.33
20240702140006,625.71
20240702141006,267.83
20240702142006,55.41
20240702143006,65.02
20240702144006,77.29
20240702145006,21.44
20240702150006,23.27
20240702151006,19.85
20240702152006,10.16
20240702153006,10.4
20240702154006,12.96
20240702155006,18.1
20240702160006,13.76
20240702161006,13.03
20240702162006,8.83
20240702163006,15.59
20240702164006,17.65
20240702165006,3.59
20240704090006,634.74
20240704091006,725.92
20240704092006,819.73
20240704093006,910.4
20240704094006,1005.36
20240704095006,1095.74
20240704100006,1176.09
20240704101006,1247.14
20240704102006,1315.9
20240704103006,1374.07
20240704104006,1415.69
20240704105006,1459.54
20240704110006,1488.03
20240704111006,1227.28
20240704112006,1511.72
20240704113006,1575.07
20240704114006,1574.37
20240704115006,1588.34
20240704120006,1604.97
20240704121006,1607.75
20240704122006,1610.24
20240704123006,1619.04
20240704124006,1619.03
20240704125006,1605.62
20240704130006,1608.56
20240704131006,1593.64
20240704132006,1497.34
20240704133006,1525.14
20240704134006,1568.39
20240704135006,1545.86
20240704140006,1524.47
20240704141006,1517.96
20240704142006,1442.49
20240704143006,1373.1
20240704144006,1385.03
20240704145006,541.4
20240704150006,312.09
20240704151006,1103.51
20240704152006,1300.38
20240704153006,934.62
20240704154006,795.23
20240704155006,713.74
20240704160006,598.88
20240704161006,543.57
20240704162006,391.19
20240704163006,209.5
20240704164006,102.4
20240704165006,40.03
20240708090006,631.45
20240708091006,725.74
20240708092006,817.51
20240708093006,905.95
20240708094006,991.75
20240708095006,1079.93
20240708100006,1181.87
20240708101006,1207.34
20240708102006,640.58
20240708103006,915.9
20240708104006,846.57
20240708105006,1488.75
20240708110006,1626.06
20240708111006,1611.62
20240708112006,1570.49
20240708113006,1615.73
20240708114006,1635.81
20240708115006,1629.51
20240708120006,1646.62
20240708121006,1660.19
20240708122006,1685.26
20240708123006,1666.47
20240708124006,1651.05
20240708125006,1650.28
20240708130006,1622.05
20240708131006,1622.2
20240708132006,1617.02
20240708133006,1668.64
20240708134006,1656.74
20240708135006,1584.32
20240708140006,857.25
20240708141006,1333.64
20240708142006,1274
20240708143006,329.52
20240708144006,86.1
20240708145006,115.03
20240708150006,471.21
20240708151006,1221.55
20240708152006,1183.2
20240708153006,121.38
20240708154006,38.62
20240708155006,182.6
20240708160006,334.9
20240708161006,153.52
20240708162006,7.6
20240708163006,14.59
20240708164006,4.95
20240708165006,5.98
20240710090006,605.9
20240710091006,694.62
20240710092006,748.65
20240710093006,873.33
20240710094006,962.07
20240710095006,1056.97
20240710100006,1136.96
20240710101006,1238.92
20240710102006,1292.26
20240710103006,1351.53
20240710104006,1408.38
20240710105006,1452.89
20240710110006,1482.02
20240710111006,1523.86
20240710112006,1554.66
20240710113006,1574.19
20240710114006,1611.07
20240710115006,1630.91
20240710120006,1629.87
20240710121006,1624.84
20240710122006,1631.73
20240710123006,1627.29
20240710124006,1610.26
20240710125006,1597.74
20240710130006,1585.81
20240710131006,1592.3
20240710132006,1590.18
20240710133006,1581.2
20240710134006,1571.9
20240710135006,1496.54
20240710140006,1468.81
20240710141006,1478.16
20240710142006,1424.16
20240710143006,949.87
20240710144006,943.65
20240710145006,178.09
20240710150006,70.22
20240710151006,405.2
20240710152006,73.52
20240710153006,225.17
20240710154006,436.42
20240710155006,277.88
20240710160006,5.99
20240710161006,8.48
20240710162006,5.37
20240710163006,1.02
20240710164006,0.69
20240710165006,0.79
20240712090006,522.59
20240712091006,460.55
20240712092006,609.36
20240712093006,781.54
20240712094006,855.59
20240712095006,788.43
20240712100006,1129.39
20240712101006,1078.22
20240712102006,1034.8
20240712103006,1064.28
20240712104006,1519.93
20240712105006,1516.79
20240712110006,1340.55
20240712111006,1463.79
20240712112006,1492.48
20240712113006,1518.49
20240712114006,1487.74
20240712115006,1638.64
20240712120006,1613.97
20240712121006,1598.56
20240712122006,1695.74
20240712123006,1446.14
20240712124006,1540.36
20240712125006,1586.66
20240712130006,1718.32
20240712131006,1755.38
20240712132006,1597.99
20240712133006,1469.76
20240712134006,1296.36
20240712135006,1526.69
20240712140006,1406.95
20240712141006,1089.67
20240712142006,1184.7
20240712143006,763.86
20240712144006,389.86
20240712145006,561.21
20240712150006,671.1
20240712151006,587.28
20240712152006,627.21
20240712153006,421.23
20240712154006,455.04
20240712155006,273.92
20240712160006,378.08
20240712161006,618.61
20240712162006,187.15
20240712163006,80.64
20240712164006,68.63
20240712165006,71.62
20240717090006,604.17
20240717091006,693.55
20240717092006,782.42
20240717093006,875.4
20240717094006,966.36
20240717095006,1052.8
20240717100006,1136.72
20240717101006,1215.76
20240717102006,1284.49
20240717103006,1264.04
20240717104006,1394.02
20240717105006,1510.61
20240717110006,1556.08
20240717111006,1480.44
20240717112006,1298.54
20240717113006,1601.24
20240717114006,1625.76
20240717115006,1603.31
20240717120006,1628.52
20240717121006,1637.75
20240717122006,1630.91
20240717123006,1620.44
20240717124006,1614.53
20240717125006,1622.93
20240717130006,1620.24
20240717131006,1610.17
20240717132006,1591.2
20240717133006,1566.34
20240717134006,1567.13
20240717135006,1546.34
20240717140006,1521.18
20240717141006,1518.76
20240717142006,1479.86
20240717143006,1192.99
20240717144006,1368.59
20240717145006,1206.59
20240717150006,283.06
20240717151006,306.4
20240717152006,1337.63
20240717153006,860.1
20240717154006,73.82
20240717155006,119.4
20240717160006,281.98
20240717161006,73.52
20240717162006,166.05
20240717163006,106.88
20240717164006,29.96
20240717165006,32.88
20240720090006,590.78
20240720091006,679.06
20240720092006,774.73
20240720093006,880.64
20240720094006,741.3
20240720095006,1147.18
20240720100006,1316.64
20240720101006,798.71
20240720102006,1445.45
20240720103006,1390.34
20240720104006,1406.22
20240720105006,1452.8
20240720110006,1495.28
20240720111006,1513.54
20240720112006,1548.96
20240720113006,1579.34
20240720114006,1591.05
20240720115006,1614.47
20240720120006,1626.64
20240720121006,1676.9
20240720122006,1707.52
20240720123006,1697.45
20240720124006,1407.15
20240720125006,1690.29
20240720130006,1517.8
20240720131006,800.26
20240720132006,335.4
20240720133006,1349.08
20240720134006,1663.04
20240720135006,1613.41
20240720140006,1263.18
20240720141006,1316.8
20240720142006,345.88
20240720143006,719.92
20240720144006,378.52
20240720145006,614.31
20240720150006,470.59
20240720151006,144.61
20240720152006,98.48
20240720153006,114
20240720154006,112.81
20240720155006,99.98
20240720160006,107.1
20240720161006,70.59
20240720162006,43.19
20240720163006,178.2
20240720164006,114.06
20240720165006,111.05
20240519090007,163.42
20240519091007,136.01
20240519092007,120.36
20240519093007,77.53
20240519094007,69.56
20240519095007,95.43
20240519100007,117.66
20240519101007,114.06
20240519102007,114
20240519103007,129.66
20240519104007,155.5
20240519105007,112.26
20240519110007,114.29
20240519111007,190.26
20240519112007,198.78
20240519113007,158.09
20240519114007,190.7
20240519115007,208.42
20240519120007,94.99
20240519121007,78.7
20240519122007,52.84
20240519123007,54.98
20240519124007,76.19
20240519125007,99.9
20240519130007,94.78
20240519131007,91.69
20240519132007,118.75
20240519133007,119.09
20240519134007,92.93
20240519135007,100.56
20240519140007,153.79
20240519141007,204.67
20240519142007,190.07
20240519143007,198.32
20240519144007,168.71
20240519145007,233.82
20240519150007,241.12
20240519151007,152.27
20240519152007,147.18
20240519153007,165.98
20240519154007,297.84
20240519155007,217.48
20240519160007,117.09
20240519161007,53.57
20240519162007,58.85
20240519163007,41.98
20240519164007,21.57
20240519165007,19.05
20240520090007,734.39
20240520091007,714.42
20240520092007,638.16
20240520093007,511.84
20240520094007,319.92
20240520095007,237.38
20240520100007,239.58
20240520101007,295.29
20240520102007,294.31
20240520103007,322.85
20240520104007,418.55
20240520105007,423.78
20240520110007,424.78
20240520111007,414.95
20240520112007,354.32
20240520113007,330.47
20240520114007,300.14
20240520115007,348.52
20240520120007,542.15
20240520121007,431.79
20240520122007,320.49
20240520123007,224.72
20240520124007,297.7
20240520125007,289.78
20240520130007,256.83
20240520131007,155.69
20240520132007,95.17
20240520133007,60.03
20240520134007,64.65
20240520135007,89.04
20240520140007,97.02
20240520141007,97.76
20240520142007,77.08
20240520143007,105.28
20240520144007,160.47
20240520145007,158.08
20240520150007,168.5
20240520151007,150.12
20240520152007,111.11
20240520153007,69.18
20240520154007,45.06
20240520155007,40.9
20240520160007,43.74
20240520161007,42.81
20240520162007,37.09
20240520163007,34.81
20240520164007,24.47
20240520165007,18.76
20240605090007,540.81
20240605091007,581.99
20240605092007,625.63
20240605093007,824.83
20240605094007,1231.64
20240605095007,1295.72
20240605100007,1887.79
20240605101007,1758.12
20240605102007,1352.93
20240605103007,958.69
20240605104007,1838.54
20240605105007,797.2
20240605110007,864.93
20240605111007,1871.63
20240605112007,1779.68
20240605113007,391.63
20240605114007,1353.91
20240605115007,935.39
20240605120007,413.91
20240605121007,493.07
20240605122007,619.76
20240605123007,291.39
20240605124007,141.55
20240605125007,49.89
20240605130007,26.34
20240605131007,26.43
20240605132007,19.24
20240605133007,17.12
20240605134007,18.26
20240605135007,15.85
20240605140007,10.21
20240605141007,11.75
20240605142007,18.68
20240605143007,28.79
20240605144007,33.73
20240605145007,38.57
20240605150007,49.76
20240605151007,64.54
20240605152007,40.09
20240605153007,25.48
20240605154007,11.22
20240605155007,7.25
20240605160007,4.42
20240605161007,3.81
20240605162007,4.72
20240605163007,3.8
20240605164007,6.63
20240605165007,7.84
20240619090007,776.39
20240619091007,1333.02
20240619092007,1561.55
20240619093007,1601.22
20240619094007,1385.99
20240619095007,1645.26
20240619100007,1663.37
20240619101007,1644.44
20240619102007,1770.88
20240619103007,1562.61
20240619104007,1121.7
20240619105007,1595.44
20240619110007,1759.08
20240619111007,1765.23
20240619112007,1676.88
20240619113007,1491.82
20240619114007,1812.08
20240619115007,1721.91
20240619120007,1725.41
20240619121007,1729.83
20240619122007,1615.11
20240619123007,1736.75
20240619124007,789.73
20240619125007,1613.68
20240619130007,1550.33
20240619131007,548.86
20240619132007,985.26
20240619133007,512.26
20240619134007,577.41
20240619135007,799.64
20240619140007,872.39
20240619141007,146.7
20240619142007,130.24
20240619143007,122.82
20240619144007,37.46
20240619145007,23.8
20240619150007,17.48
20240619151007,6.03
20240619152007,5.73
20240619153007,4.07
20240619154007,3.48
20240619155007,1.7
20240619160007,0.81
20240619161007,0.51
20240619162007,0.5
20240619163007,0.56
20240619164007,0.6
20240619165007,0.86
20240622090007,1180.2
20240622091007,1379.32
20240622092007,1326.06
20240622093007,1442.36
20240622094007,1469.39
20240622095007,1618.98
20240622100007,1601.02
20240622101007,1661.7
20240622102007,1736.13
20240622103007,1560.67
20240622104007,1426.45
20240622105007,1085.02
20240622110007,1726.19
20240622111007,1609.27
20240622112007,1610.04
20240622113007,1764.74
20240622114007,1784.58
20240622115007,1798.26
20240622120007,1808.82
20240622121007,1783.18
20240622122007,1672.96
20240622123007,1527.06
20240622124007,1324.21
20240622125007,1336.75
20240622130007,1443.29
20240622131007,1360.18
20240622132007,1262.68
20240622133007,497.97
20240622134007,484.14
20240622135007,613.66
20240622140007,171.14
20240622141007,391.4
20240622142007,662.51
20240622143007,329.29
20240622144007,146.87
20240622145007,149.67
20240622150007,164.02
20240622151007,159.95
20240622152007,128.92
20240622153007,116.21
20240622154007,52.63
20240622155007,47.44
20240622160007,26.45
20240622161007,26.21
20240622162007,32.74
20240622163007,31.42
20240622164007,24.64
20240622165007,16.71
20240623090007,621.88
20240623091007,1590.13
20240623092007,587.71
20240623093007,183.49
20240623094007,1395.24
20240623095007,1639.96
20240623100007,1713.55
20240623101007,1698.19
20240623102007,1739.97
20240623103007,1670.75
20240623104007,1699.8
20240623105007,1698
20240623110007,1507.71
20240623111007,1705.01
20240623112007,1680.64
20240623113007,1691.8
20240623114007,1678.14
20240623115007,1663.3
20240623120007,1646.88
20240623121007,1637.99
20240623122007,1630.41
20240623123007,1604.88
20240623124007,1185.08
20240623125007,1514.05
20240623130007,1397.88
20240623131007,1351.37
20240623132007,1298.42
20240623133007,1234.27
20240623134007,1145.1
20240623135007,1086.52
20240623140007,1075.9
20240623141007,552.67
